QueryResult

# Config entry for catalogue:
serv_type: local
symbol: {PA A_I B_I AREA} {ellipse white {double($B_I)/double($A_I)} {($PA)} {} {}} {{sqrt(7.0*$AREA*double($B_I)/(22.0*double($A_I)))} {}}
# End config entry

# CURSA extensions for info and readability:
#column-units: none 	DEGREES{IHMS.3}	DEGREES{+IDMS.2}	mas/yr          	mas/yr          	mas/yr          	mas/yr          	magnitude       	magnitude       	magnitude       	magnitude       	pixels          	0.01 micron     	0.01 micron     	degrees         	                	sigma           	                	                
#column-types: INTEGER	DOUBLE	DOUBLE	REAL	REAL	REAL	REAL	REAL	REAL	REAL	REAL	INTEGER	INTEGER	INTEGER	INTEGER	INTEGER	REAL	INTEGER	INTEGER
#column-formats: I6	F11.7	F11.7	E12.4	E12.4	E12.4	E12.4	F7.3 	F7.3 	F7.3 	F7.3 	I9   	I7   	I7   	I3   	I2   	F8.3 	I6   	I10  

id	ra	dec	MU_ACOSD	MU_D	SIGMU_A	SIGMU_D	B_J	R_1	R_2	I	AREA	A_I	B_I	PA	CLASS	N_0_1	BLEND	QUALITY
001287	 11.2842050	 61.4609604	 -0.1541E+01	  0.7473E+01	  0.2777E+01	  0.2483E+01	   17.693	   16.519	   16.568	   16.187	      142	   5544	   5168	106	 2	   0.472	     1	         0
001288	 11.3170480	 61.4610114	  0.2086E+00	 -0.2259E+02	  0.7397E+01	  0.7319E+01	   21.921	   20.586	   20.127	   18.688	       47	   6050	   2688	140	 1	   8.187	     0	         0
001289	 11.2954601	 61.4610578	  0.2836E+02	  0.3774E+02	  0.1003E+03	  0.1011E+03	   99.999	   99.999	   21.466	   19.461	       21	   3770	   1786	160	 1	   2.439	     0	         0
001290	 10.8160721	 61.4612022	  0.9999E+09	  0.9999E+09	  0.9999E+09	  0.9999E+09	   99.999	   99.999	   99.999	   20.751	       10	   2481	   1319	162	 2	   1.180	     0	         0
001291	 10.9104692	 61.4612125	  0.2099E+03	 -0.2250E+03	  0.6265E+02	  0.6378E+02	   21.491	   99.999	   21.180	   19.237	       26	   4672	   2323	145	 1	   4.911	     0	         0
001292	 11.3074865	 61.4613162	 -0.1366E+02	  0.8311E+01	  0.7643E+01	  0.7719E+01	   21.456	   19.164	   19.748	   18.961	       40	   3271	   2893	142	 2	   0.852	     0	         0
001293	 10.9554773	 61.4615992	 -0.7105E+02	 -0.8189E+02	  0.7456E+02	  0.7456E+02	   99.999	   99.999	   20.657	   19.317	       34	   3178	   2688	 81	 2	   1.308	     0	         0
001294	 10.8687057	 61.4616141	  0.9999E+09	  0.9999E+09	  0.9999E+09	  0.9999E+09	   99.999	   99.999	   99.999	   19.896	       14	   3915	   1032	 70	 1	   1.737	     0	         0
001295	 10.8983843	 61.4617533	  0.2611E+01	  0.6802E+01	  0.5839E+01	  0.5792E+01	   21.975	   19.709	   19.193	   18.197	       62	   4888	   2944	 10	 2	   1.250	     0	         0
001296	 11.0543847	 61.4619063	  0.9999E+09	  0.9999E+09	  0.9999E+09	  0.9999E+09	   99.999	   99.999	   99.999	   20.841	        8	   2238	   1000	 91	 2	   0.598	     0	         0
001297	 10.9484356	 61.4619940	 -0.6093E-01	  0.5587E+01	  0.5026E+01	  0.4930E+01	   20.173	   19.211	   18.796	   18.123	       60	   3910	   3273	166	 2	   0.556	     0	         0
001298	 10.9590531	 61.4620364	  0.1025E+02	  0.1996E+00	  0.6569E+01	  0.6537E+01	   21.975	   19.857	   20.121	   18.552	       45	   4613	   2765	170	 1	   3.013	     0	         0
001299	 10.9012640	 61.4620925	  0.9999E+09	  0.9999E+09	  0.9999E+09	  0.9999E+09	   99.999	   99.999	   99.999	   20.736	        9	   2289	   1261	 99	 2	  -0.460	     0	         0
001300	 11.2282934	 61.4621086	 -0.9143E-01	 -0.1257E+01	  0.2757E+01	  0.2413E+01	   17.679	   16.206	   16.121	   15.399	      160	   6116	   5330	172	 2	   0.867	     0	         0
001301	 11.0685511	 61.4621579	  0.2634E+02	  0.2278E+02	  0.5292E+02	  0.5314E+02	   22.181	   99.999	   19.726	   20.091	       16	   2461	   1942	163	 2	  -0.379	     0	         0
001302	 11.2781763	 61.4622518	 -0.7737E+01	  0.9668E+00	  0.6829E+01	  0.6773E+01	   99.999	   20.273	   20.230	   19.121	       37	   3579	   2617	 66	 2	   0.584	     0	         0
001303	 11.1378784	 61.4625561	 -0.9032E+00	  0.1708E+01	  0.3071E+01	  0.2864E+01	   18.956	   17.646	   17.086	   16.099	      123	   5223	   4798	135	 2	  -0.830	     0	         0
001304	 11.1890441	 61.4626265	  0.7065E+01	 -0.5512E+01	  0.2893E+01	  0.2442E+01	   16.472	   15.163	   14.950	   14.609	      196	   6620	   6046	109	 2	   0.607	     0	         0
001305	 11.2706408	 61.4628311	  0.7885E+01	  0.1007E+03	  0.4661E+02	  0.4632E+02	   21.653	   99.999	   20.413	   19.386	       30	   2954	   2709	105	 2	   0.031	     0	         0
001306	 10.8878952	 61.4628970	  0.9999E+09	  0.9999E+09	  0.9999E+09	  0.9999E+09	   99.999	   99.999	   99.999	   20.611	       12	   2830	   1543	  7	 2	   1.351	     0	         0
001307	 10.8844282	 61.4629107	  0.9999E+09	  0.9999E+09	  0.9999E+09	  0.9999E+09	   99.999	   99.999	   99.999	   20.281	        9	   3073	    961	 95	 1	   1.178	     0	         0
001308	 10.9200250	 61.4630734	  0.5764E+01	  0.4119E+01	  0.4871E+01	  0.4824E+01	   20.152	   19.140	   19.141	   18.315	       53	   3640	   3127	 37	 2	   0.028	     0	         0
001309	 10.9446879	 61.4631199	  0.2088E+02	  0.2845E+02	  0.9009E+01	  0.9090E+01	   99.999	   20.271	   99.999	   19.863	       14	   3483	   1906	  7	 1	   2.487	     0	         0
001310	 11.0484810	 61.4631571	 -0.1139E+02	 -0.5461E+00	  0.7437E+01	  0.7467E+01	   20.729	   18.985	   19.321	   18.672	       42	   3350	   2829	 13	 2	  -1.340	     1	         0
001311	 10.9231871	 61.4632465	  0.6491E+02	  0.1017E+02	  0.5300E+01	  0.5262E+01	   99.999	   99.999	   20.658	   20.059	       16	   2115	   1894	119	 2	  -2.553	     0	         0
001312	 11.2653587	 61.4632688	 -0.1363E+03	  0.1892E+02	  0.9996E+02	  0.1003E+03	   99.999	   99.999	   21.535	   19.211	       28	   3730	   2750	124	 1	   5.185	     0	         0
001313	 11.2042109	 61.4634081	  0.3432E+01	  0.2295E+01	  0.3229E+01	  0.3032E+01	   19.072	   17.798	   17.761	   17.084	       92	   4495	   4176	 47	 2	   0.212	     0	         0
001314	 11.0649071	 61.4636779	 -0.7179E+01	 -0.2318E+01	  0.5764E+02	  0.5820E+02	   21.588	   99.999	   20.251	   19.428	       18	   2378	   1802	169	 4	  -3.404	     0	         0
001315	 10.8211107	 61.4636836	  0.9999E+09	  0.9999E+09	  0.9999E+09	  0.9999E+09	   99.999	   99.999	   99.999	   20.824	        9	   2321	   1211	 13	 2	   2.269	     0	         0
001316	 11.0541807	 61.4636934	  0.1616E+00	  0.6236E+01	  0.4063E+01	  0.4010E+01	   19.548	   18.633	   18.481	   17.825	       73	   4026	   3749	 49	 2	   0.597	     0	         0
001317	 10.9811848	 61.4639541	 -0.2263E+01	 -0.3212E+01	  0.4821E+01	  0.4721E+01	   20.185	   19.091	   18.953	   18.360	       55	   4218	   3124	151	 2	   0.716	     0	         0
001318	 11.1053464	 61.4641197	 -0.1746E+01	 -0.1413E+03	  0.6277E+01	  0.6327E+01	   21.798	   99.999	   20.229	   19.872	       19	   2204	   2136	168	 2	  -2.154	     0	         0
001319	 11.0368390	 61.4641426	 -0.1873E+01	  0.1229E+02	  0.6977E+01	  0.6900E+01	   22.077	   20.248	   20.182	   19.754	       24	   3437	   2134	 61	 2	   1.646	     0	         0
001320	 10.9270976	 61.4642113	  0.9999E+09	  0.9999E+09	  0.9999E+09	  0.9999E+09	   99.999	   99.999	   99.999	   20.299	        8	   3140	    743	 34	 1	   0.196	     0	         0
001321	 11.2490529	 61.4642171	  0.9999E+09	  0.9999E+09	  0.9999E+09	  0.9999E+09	   99.999	   99.999	   99.999	   20.724	        8	   2201	   1013	 36	 2	  -1.438	     0	         0
001322	 11.0492247	 61.4643391	  0.1433E+02	  0.7146E+02	  0.7789E+01	  0.7855E+01	   99.999	   99.999	   21.192	   19.993	       21	   3510	   1950	 92	 2	   1.529	     2	         0
001323	 10.8638287	 61.4643494	  0.9999E+09	  0.9999E+09	  0.9999E+09	  0.9999E+09	   99.999	   99.999	   99.999	   20.145	        9	   3143	    941	 29	 1	   0.734	     0	         0
001324	 11.0225707	 61.4644342	  0.9999E+09	  0.9999E+09	  0.9999E+09	  0.9999E+09	   99.999	   99.999	   99.999	   20.759	        9	   1822	   1740	999	 2	  -0.712	     0	         1
001325	 10.9135236	 61.4644354	  0.9999E+09	  0.9999E+09	  0.9999E+09	  0.9999E+09	   99.999	   99.999	   99.999	   20.181	       18	   3095	   1910	 43	 2	   2.015	     0	         0
001326	 11.0901298	 61.4646227	 -0.5147E+01	 -0.3000E+01	  0.5940E+01	  0.5888E+01	   20.740	   19.671	   19.541	   19.154	       36	   3111	   2921	106	 2	  -0.688	     0	         0
001327	 10.8202925	 61.4647316	  0.9999E+09	  0.9999E+09	  0.9999E+09	  0.9999E+09	   99.999	   99.999	   99.999	   20.605	       11	   3114	   1378	 80	 2	   0.850	     0	         0
001328	 11.0149984	 61.4648204	 -0.5713E+01	 -0.1284E+01	  0.6386E+01	  0.6277E+01	   21.284	   19.942	   19.813	   18.854	       41	   3439	   3023	 12	 2	   0.889	     0	         0
001329	 11.1994313	 61.4648244	 -0.1784E+01	  0.5422E+01	  0.6420E+01	  0.6376E+01	   20.853	   19.886	   19.765	   18.469	       52	   4105	   3282	119	 1	   4.409	     0	         0
001330	 11.2550620	 61.4648387	  0.1317E+03	 -0.1412E+02	  0.9517E+02	  0.9665E+02	   99.999	   99.999	   20.197	   19.177	       28	   3793	   2173	 58	 1	   1.242	     0	         0
001331	 11.1523737	 61.4649585	  0.9999E+09	  0.9999E+09	  0.9999E+09	  0.9999E+09	   99.999	   99.999	   99.999	   20.742	        9	   2410	   1114	 46	 2	   0.396	     0	         0
001332	 11.0820947	 61.4649785	 -0.4808E+01	  0.5666E+01	  0.2831E+01	  0.2536E+01	   17.389	   16.853	   16.535	   16.412	      122	   5429	   4646	 34	 2	   1.065	     0	         0
001333	 11.1566726	 61.4650467	 -0.5693E+01	 -0.2655E+02	  0.7166E+01	  0.7255E+01	   20.547	   18.819	   19.327	   17.856	       78	   5467	   3628	166	 1	   2.843	     2	         0
001334	 11.1715861	 61.4650662	 -0.1223E+03	 -0.5788E+02	  0.8738E+02	  0.8848E+02	   99.999	   99.999	   21.051	   20.539	       13	   2360	   1565	 52	 2	   1.532	     0	         0
001335	 11.1816828	 61.4652066	  0.4947E+01	  0.2719E+01	  0.8099E+01	  0.8246E+01	   21.025	   19.540	   19.045	   18.509	       51	   5185	   3532	 50	 1	   3.792	     2	         0
001336	 11.3070826	 61.4652077	  0.9999E+09	  0.9999E+09	  0.9999E+09	  0.9999E+09	   99.999	   99.999	   99.999	   20.166	       11	   3582	   1205	 28	 1	   1.691	     0	         0
001337	 11.0063651	 61.4652535	 -0.4053E+02	  0.2508E+02	  0.8627E+02	  0.8737E+02	   99.999	   99.999	   21.030	   20.432	       13	   2058	   1835	121	 2	  -0.065	     0	         0
001338	 10.8543485	 61.4652730	 -0.2219E+01	  0.1261E+02	  0.6421E+01	  0.6333E+01	   21.285	   19.778	   19.202	   18.635	       40	   4348	   2483	 55	 1	   1.899	     0	         0
001339	 11.2778755	 61.4653945	  0.1530E+01	 -0.7726E+01	  0.5070E+01	  0.4977E+01	   20.869	   19.210	   19.222	   18.430	       53	   3752	   3071	  6	 2	   0.884	     0	         0
001340	 10.9930066	 61.4654008	  0.1995E+01	 -0.3080E+02	  0.7270E+01	  0.7239E+01	   21.821	   20.732	   20.566	   19.588	       28	   3067	   2259	167	 2	   0.389	     0	         0
001341	 11.2856030	 61.4657205	  0.2203E+02	  0.1717E+01	  0.5895E+01	  0.5839E+01	   21.886	   19.526	   19.487	   19.123	       32	   2858	   2733	 36	 2	  -1.293	     0	         0
001342	 10.9599756	 61.4657234	  0.2324E+02	  0.1267E+00	  0.2988E+01	  0.2487E+01	   15.412	   14.357	   14.339	   14.198	      205	   6618	   6499	 69	 2	  -0.850	     0	         0
001343	 11.0428660	 61.4657406	  0.2174E+03	  0.1360E+03	  0.5748E+02	  0.5737E+02	   21.990	   99.999	   20.053	   18.923	       34	   4478	   3123	173	 1	   6.857	     0	         0
001344	 10.8696803	 61.4657612	  0.4902E+02	  0.6193E+01	  0.1030E+02	  0.1051E+02	   99.999	   20.344	   99.999	   19.984	       12	   3035	   1184	 19	 1	   1.161	     0	         0
001345	 11.1829112	 61.4658609	  0.4004E+01	  0.6326E+01	  0.5431E+01	  0.5423E+01	   19.615	   18.074	   18.470	   17.570	      103	   6321	   3845	 50	 1	   5.406	     1	         0
001346	 11.3056937	 61.4659033	 -0.6072E+01	 -0.3983E+01	  0.9974E+01	  0.1021E+02	   99.999	   20.218	   99.999	   19.544	       18	   3216	   1944	147	 1	   4.304	     0	         0
001347	 11.1600966	 61.4659526	  0.1469E+02	 -0.6873E+01	  0.6470E+01	  0.6423E+01	   21.870	   19.932	   20.318	   19.252	       33	   3546	   2352	104	 2	   1.269	     3	         0
001348	 11.2024903	 61.4659703	  0.1400E+02	  0.1033E+01	  0.7448E+01	  0.7364E+01	   21.786	   20.756	   20.288	   18.981	       33	   3571	   2427	 97	 1	   2.493	     0	         0
001349	 11.1566405	 61.4659795	 -0.6311E+01	  0.6394E+02	  0.7328E+01	  0.7429E+01	   20.547	   18.819	   19.562	   18.570	       45	   5160	   3330	  5	 1	   2.204	     1	         0
001350	 11.1054083	 61.4660076	  0.3738E+01	  0.2321E+02	  0.5731E+01	  0.5778E+01	   19.661	   18.323	   18.769	   18.049	       60	   3870	   3300	 36	 2	   0.205	     0	         0
001351	 11.1953392	 61.4660528	  0.3682E+01	  0.4094E+01	  0.7315E+01	  0.7263E+01	   99.999	   20.678	   20.130	   19.343	       34	   3251	   2780	 72	 2	   1.671	     0	         0
001352	 10.9404870	 61.4660545	 -0.1195E+03	 -0.1128E+03	  0.9742E+02	  0.9818E+02	   99.999	   99.999	   21.248	   19.419	       23	   3638	   2003	 38	 1	   2.745	     0	         0
001353	 10.9060769	 61.4660998	 -0.5031E+02	  0.4501E+02	  0.8013E+02	  0.8047E+02	   99.999	   99.999	   20.906	   19.712	       26	   3313	   2392	 65	 2	   1.486	     0	         0
001354	 11.2371451	 61.4661256	  0.1133E+02	  0.2531E+01	  0.6129E+01	  0.6091E+01	   21.264	   19.700	   19.571	   18.246	       55	   4078	   3263	 41	 1	   2.375	     0	         0
001355	 11.0496395	 61.4661949	  0.4771E+02	  0.8985E+01	  0.7800E+01	  0.7898E+01	   22.179	   19.009	   20.083	   18.479	       46	   5761	   2628	117	 1	   5.107	     0	         0
001356	 11.3201449	 61.4662052	  0.2897E+01	  0.4736E+01	  0.3139E+01	  0.2577E+01	   14.848	   13.736	   13.780	   13.452	      242	   7278	   7041	 25	 2	  -0.370	     0	         0
001357	 11.0662833	 61.4662832	  0.1934E+02	 -0.8971E+02	  0.8053E+01	  0.8157E+01	   21.885	   99.999	   19.884	   18.930	       34	   3280	   3093	 67	 1	   2.223	     2	         0
001358	 11.2889937	 61.4665393	  0.9999E+09	  0.9999E+09	  0.9999E+09	  0.9999E+09	   99.999	   99.999	   99.999	   19.876	       14	   3502	   1549	170	 1	   2.361	     0	         0
001359	 10.9304700	 61.4665668	 -0.1122E+03	  0.2948E+02	  0.1000E+03	  0.1030E+03	   99.999	   99.999	   20.847	   20.876	        8	   2066	   1275	  8	 2	   2.531	     0	         0
001360	 11.1181005	 61.4668217	  0.6875E+01	  0.1524E+01	  0.8137E+01	  0.8275E+01	   20.626	   19.622	   19.114	   18.318	       54	   4315	   3363	170	 1	   3.869	     0	         0
001361	 10.9258542	 61.4668326	 -0.5863E+02	 -0.9932E+02	  0.9681E+02	  0.9942E+02	   99.999	   99.999	   20.750	   20.513	       11	   2311	   1220	 24	 2	  -1.660	     0	         0
001362	 11.0006229	 61.4668532	 -0.1341E+03	 -0.1010E+03	  0.9040E+02	  0.9147E+02	   99.999	   99.999	   21.250	   20.593	       10	   1925	   1405	 90	 2	  -1.478	     0	         0
001363	 10.9174369	 61.4668945	  0.6386E+01	  0.1258E+01	  0.6876E+01	  0.6838E+01	   21.454	   20.153	   19.658	   18.447	       48	   4164	   2976	 70	 1	   3.937	     0	         0
001364	 11.0394534	 61.4669295	 -0.1719E+01	  0.2056E+01	  0.6264E+01	  0.6212E+01	   21.087	   19.899	   19.683	   18.944	       40	   3286	   2942	 78	 2	   0.249	     0	         0
001365	 11.1159931	 61.4669764	  0.9999E+09	  0.9999E+09	  0.9999E+09	  0.9999E+09	   99.999	   99.999	   99.999	   20.833	        8	   2160	   1049	 36	 2	  -0.088	     0	         0
001366	 11.0914854	 61.4672486	  0.9734E+01	  0.4985E+01	  0.6658E+01	  0.6572E+01	   21.249	   19.978	   20.029	   18.628	       51	   7017	   3346	159	 1	   8.003	     1	         0
001367	 10.9941737	 61.4675729	 -0.1976E+03	  0.1567E+03	  0.9101E+02	  0.9289E+02	   99.999	   99.999	   20.551	   20.030	       20	   3629	   2657	 95	 2	   1.836	     0	         0
001368	 10.8317597	 61.4675838	  0.9999E+09	  0.9999E+09	  0.9999E+09	  0.9999E+09	   99.999	   99.999	   99.999	   20.048	        9	   4029	   1186	 55	 1	   2.465	     0	         0
001369	 11.0612224	 61.4676078	  0.1651E+01	 -0.5502E+00	  0.6759E+01	  0.6712E+01	   21.272	   20.284	   19.984	   19.477	       24	   2800	   2153	120	 2	  -1.051	     0	         0
001370	 11.0656806	 61.4676267	 -0.1358E+01	  0.2821E+02	  0.7626E+01	  0.7713E+01	   21.715	   19.071	   19.852	   19.082	       41	   3819	   3019	168	 2	   1.541	     1	         0
001371	 11.2386250	 61.4676869	  0.1818E+02	  0.8150E+01	  0.8523E+01	  0.8708E+01	   21.803	   20.347	   20.345	   19.422	       32	   3443	   3035	120	 2	   1.240	     0	         0
001372	 10.9978865	 61.4678697	  0.1168E+02	  0.5847E+02	  0.9188E+02	  0.9331E+02	   99.999	   99.999	   21.307	   20.714	        9	   2487	   1007	 50	 2	  -1.015	     0	         0
001373	 11.1302672	 61.4678897	 -0.5109E+01	  0.4081E+01	  0.5781E+01	  0.5742E+01	   20.908	   19.545	   19.313	   18.244	       53	   4722	   2929	 63	 1	   2.461	     0	         0
001374	 11.1549090	 61.4680794	 -0.1072E+02	  0.6900E+01	  0.4959E+01	  0.4914E+01	   20.681	   19.194	   19.073	   18.174	       56	   3572	   3403	103	 2	  -0.590	     0	         0
001375	 10.9805900	 61.4683785	  0.8407E+00	  0.3665E+01	  0.6354E+01	  0.6298E+01	   21.466	   19.953	   19.930	   18.770	       45	   3611	   3026	123	 2	   0.999	     0	         0
001376	 11.2958784	 61.4683830	  0.2769E+01	  0.7687E+00	  0.6574E+01	  0.6509E+01	   21.938	   20.160	   19.833	   18.886	       41	   3438	   2994	121	 2	   0.698	     0	         0
001377	 11.0888109	 61.4684529	  0.4720E+03	  0.3088E+03	  0.8855E+02	  0.8936E+02	   99.999	   99.999	   20.655	   19.139	       29	   6503	   2815	 38	 1	   8.742	     2	         0
001378	 10.9709260	 61.4684730	 -0.3292E+01	  0.6783E+01	  0.2760E+01	  0.2409E+01	   18.557	   16.203	   16.277	   15.141	      152	   5876	   5459	 23	 2	  -1.201	     0	         0
001379	 11.1780175	 61.4685704	  0.1431E+01	 -0.3934E+01	  0.4762E+01	  0.4710E+01	   20.392	   19.072	   19.060	   18.222	       58	   3772	   3435	 20	 2	   1.352	     0	         0
001380	 10.9886636	 61.4689526	  0.1399E+01	  0.1600E+01	  0.3232E+01	  0.3037E+01	   18.678	   17.786	   17.674	   17.204	       96	   4803	   4075	125	 2	   0.753	     0	         0
001381	 11.0363629	 61.4690557	 -0.3941E+01	 -0.1125E+02	  0.7176E+01	  0.7091E+01	   21.990	   20.296	   20.598	   19.143	       27	   3454	   2369	 95	 1	   2.740	     0	         0
001382	 11.1541539	 61.4693364	  0.9999E+09	  0.9999E+09	  0.9999E+09	  0.9999E+09	   99.999	   99.999	   99.999	   20.830	        8	   2287	   1101	124	 2	   0.634	     0	         0
001383	 11.1349368	 61.4693387	  0.9999E+09	  0.9999E+09	  0.9999E+09	  0.9999E+09	   99.999	   99.999	   99.999	   20.104	       18	   3405	   2045	178	 2	   1.795	     0	         0
001384	 11.1163816	 61.4696991	  0.1970E+02	 -0.1388E+02	  0.9347E+02	  0.9569E+02	   99.999	   99.999	   20.468	   20.630	       10	   2395	   1662	143	 2	  -0.257	     0	         0
001385	 11.1306208	 61.4697146	  0.9999E+09	  0.9999E+09	  0.9999E+09	  0.9999E+09	   99.999	   99.999	   99.999	   20.290	        9	   3419	   1065	148	 1	   1.345	     0	         0
001386	 10.8452855	 61.4698166	 -0.3686E+03	 -0.7079E+02	  0.9653E+02	  0.9949E+02	   99.999	   99.999	   20.647	   20.747	       10	   2002	   1489	138	 2	   0.388	     0	         0
001387	 11.3218420	 61.4698292	 -0.2982E+01	 -0.2855E+02	  0.8585E+01	  0.8737E+01	   99.999	   19.893	   20.154	   18.432	       54	   4747	   2991	177	 1	   6.191	     0	         0
001388	 10.9369043	 61.4700080	  0.9999E+09	  0.9999E+09	  0.9999E+09	  0.9999E+09	   99.999	   99.999	   99.999	   20.292	        9	   2175	    990	 85	 4	  -4.425	     0	         0
001389	 11.0639245	 61.4702148	  0.2358E+01	  0.3624E+01	  0.3575E+01	  0.3428E+01	   19.111	   18.182	   18.061	   17.620	       74	   3999	   3825	 16	 2	   0.158	     0	         0
001390	 11.1200119	 61.4702543	  0.9999E+09	  0.9999E+09	  0.9999E+09	  0.9999E+09	   99.999	   99.999	   99.999	   19.433	       16	   2905	   1808	 56	 1	   2.940	     0	         0
001391	 10.8125896	 61.4702881	  0.9999E+09	  0.9999E+09	  0.9999E+09	  0.9999E+09	   99.999	   99.999	   99.999	   20.762	        9	   1955	   1749	  0	 2	  -0.505	     0	         0
001392	 11.3096638	 61.4702921	  0.1152E+03	 -0.8059E+02	  0.5815E+02	  0.5966E+02	   22.037	   99.999	   20.322	   20.081	       16	   2428	   1746	 73	 2	  -1.274	     0	         0
001393	 10.8417246	 61.4703294	  0.9999E+09	  0.9999E+09	  0.9999E+09	  0.9999E+09	   99.999	   99.999	   99.999	   19.909	        9	   2615	   1530	 74	 1	   2.450	     0	         0
001394	 11.2392616	 61.4704680	 -0.9850E+01	  0.2015E+02	  0.6114E+02	  0.6150E+02	   21.886	   99.999	   20.359	   19.737	       12	   2415	   1809	119	 4	  -4.880	     2	         0
001395	 11.2254029	 61.4705293	 -0.2714E+01	 -0.9058E+00	  0.5916E+01	  0.5808E+01	   20.873	   19.628	   19.735	   18.850	       46	   3527	   3247	 29	 2	   1.318	     0	         0
001396	 11.1858739	 61.4705672	  0.9999E+09	  0.9999E+09	  0.9999E+09	  0.9999E+09	   99.999	   99.999	   99.999	   20.170	       11	   3070	   1413	  1	 1	   1.256	     0	         0
001397	 10.9441505	 61.4705889	 -0.4483E+02	  0.6434E+02	  0.9375E+02	  0.9522E+02	   99.999	   99.999	   20.085	   19.192	       28	   4653	   2557	127	 1	   5.581	     0	         0
001398	 11.1523869	 61.4707052	  0.2352E+02	  0.3473E+02	  0.9195E+02	  0.9301E+02	   99.999	   99.999	   21.379	   20.571	       10	   1910	   1480	 28	 2	  -1.357	     0	         0
001399	 11.0460843	 61.4707368	  0.5339E+02	  0.2521E+03	  0.9626E+02	  0.9887E+02	   99.999	   99.999	   20.674	   20.635	       10	   2452	   1427	 59	 2	   0.208	     0	         0
001400	 11.2645685	 61.4707872	  0.3844E+02	 -0.2175E+01	  0.5321E+02	  0.5376E+02	   21.571	   99.999	   19.960	   19.575	       27	   3554	   1969	 35	 2	   1.785	     0	         0
