,DEGREES{IHMS.3},DEGREES{+IDMS.2},mas/yr          ,mas/yr          ,mas/yr          ,mas/yr          ,magnitude       ,magnitude       ,magnitude       ,magnitude       ,pixels          ,0.01 micron     ,0.01 micron     ,degrees         ,                ,sigma           ,                ,                
,DOUBLE,DOUBLE,REAL,REAL,REAL,REAL,REAL,REAL,REAL,REAL,INTEGER,INTEGER,INTEGER,INTEGER,INTEGER,REAL,INTEGER,INTEGER
,F11.7,F11.7,E12.4,E12.4,E12.4,E12.4,F7.3 ,F7.3 ,F7.3 ,F7.3 ,I9   ,I7   ,I7   ,I3   ,I2   ,F8.3 ,I6   ,I10  
id,ra,dec,MU_ACOSD,MU_D,SIGMU_A,SIGMU_D,B_J,R_1,R_2,I,AREA,A_I,B_I,PA,CLASS,N_0_1,BLEND,QUALITY
1983,10.9793777,61.5233434,2.074,18.12,51.68,51.56,21.957,99.999,21.205,20.006,20,2774,2034,126,2,0.446,0,0
1984,10.9422466,61.5233807,-8.262,35.46,8.474,8.62,99.999,20.037,20.657,19.691,23,2825,2020,112,2,-0.574,2,0
1985,11.2353236,61.5234254,1.479,-1.061,6.651,6.566,20.942,20.028,19.814,18.708,41,4641,2744,169,1,2.542,0,0
1986,11.1909349,61.5234592,-42.6,-19.83,8.692,8.848,99.999,19.826,20.466,19.643,14,2377,1529,84,4,-3.749,1,0
1987,10.9664053,61.5234724,-0.9245,-2.794,2.856,2.435,18.021,15.305,15.248,13.856,243,7601,6763,159,2,0.314,2,0
1988,10.8933177,61.5234901,999900000,999900000,999900000,999900000,99.999,99.999,99.999,20.404,14,2863,1924,100,2,1.121,0,0
1989,10.9458121,61.5236064,4.293,4.617,3.603,3.506,20.093,18.249,18.126,17.232,87,4413,4056,63,2,0.167,1,0
1990,10.9936552,61.5236712,11.55,-23.86,7.646,7.588,99.999,20.818,20.933,20.255,16,2637,2055,175,2,1.583,0,0
1991,10.8896147,61.5237124,5.347,0.2392,8.057,8.183,21.499,19.688,19.411,19.112,33,3065,2474,122,2,-0.987,0,0
1992,11.275508,61.5238809,2.976,-3.464,7.185,7.087,21.826,20.636,20.592,19.324,32,3170,2709,28,2,1.392,0,0
1993,10.8350754,61.5239044,-1.682,10.99,5.517,5.48,21.021,19.312,19.786,18.276,50,4486,3188,2,1,1.722,2,0
1994,11.1518374,61.5239496,-4.057,16.36,6.903,6.866,21.728,20.088,20.178,19.381,18,2207,1996,101,4,-3.746,0,0
1995,11.1927729,61.5239857,41.25,19.69,8.63,8.8,99.999,19.826,20.605,20.353,13,2996,1517,162,2,0.79,2,0
1996,11.020092,61.5242504,87.98,-82.71,90.13,90.82,99.999,99.999,21.3,20.404,13,2335,1568,101,2,-0.088,0,0
1997,11.0362598,61.5243433,5.335,-14.77,8.633,8.801,99.999,19.914,21.046,20.511,12,2809,1539,168,2,1.367,0,0
1998,11.1198761,61.5244705,4.209,17.81,61.44,61.43,22.341,99.999,21.329,19.31,26,3915,2197,43,1,1.096,0,0
1999,10.814395,61.5244693,1.961,-2.234,2.777,2.425,17.259,16.146,16.255,16.018,126,5342,4789,44,2,-0.45,0,0
2000,11.1271217,61.5245524,7.029,-0.2586,4.66,4.615,20.611,19.046,18.995,17.969,59,3671,3441,140,2,-0.747,0,0
2001,10.9834462,61.5245553,-264.8,5.258,62.71,63.67,21.789,99.999,20.731,18.992,39,5936,2537,88,1,6.424,0,0
2002,10.9010595,61.524577,0.1167,0.9781,7.141,7.078,99.999,20.307,20.016,19.707,24,2837,2097,174,2,-0.35,0,0
2003,11.2183521,61.5246143,20.03,1.11,8.554,8.67,99.999,19.443,20.121,19.025,34,3987,2835,45,1,5.854,0,0
2004,11.1055985,61.5247644,1.308,-5.04,6.452,6.366,21.246,19.879,19.794,18.484,45,4328,2616,37,1,2.497,0,0
2005,11.2278259,61.5247787,23.2,-126.5,84.13,84.84,99.999,99.999,21.014,20.088,16,2300,1917,164,2,-0.989,0,0
2006,10.8858142,61.5248538,999900000,999900000,999900000,999900000,99.999,99.999,99.999,20.846,8,2352,1053,21,2,0.018,0,0
2007,10.9598324,61.524989,-9.963,0.6481,4.368,4.268,20.098,18.77,18.889,18.268,54,3670,3235,41,2,0.316,0,0
2008,10.908744,61.5252823,-2.45,5.312,3.157,2.968,19.782,17.676,17.683,16.598,104,4731,4475,59,2,-0.626,0,0
2009,10.9647821,61.5254027,-8.495,21.19,4.443,4.378,19.117,17.623,17.865,17.262,112,8777,4864,167,1,5.26,1,0
2010,10.8349539,61.5255637,-38.51,907.8,47.01,47.22,99.999,99.999,19.843,18.347,58,5387,3310,48,1,5.208,1,0
2011,10.8786225,61.5256593,-126.2,172.9,57.28,58.31,22.16,99.999,20.701,19.965,21,2930,2034,132,2,0.914,0,0
2012,11.0574724,61.5256794,-1.288,-0.4201,3.344,3.193,18.951,17.955,17.833,17.256,83,4288,4014,16,2,-0.124,0,0
2013,11.2502469,61.5257522,1.322,-0.3693,3.22,3.074,18.937,17.817,17.784,16.977,95,4484,4374,5,2,-0.575,0,0
2014,11.2127187,61.5258278,10.36,-1.65,8.107,8.197,20.784,19.429,19.155,18.532,43,3700,3139,134,1,2.588,0,0
2015,10.8677907,61.5258364,-18.23,-5.712,7.098,7.069,21.817,20.385,20.064,18.784,46,4793,3314,83,1,5.076,0,0
2016,11.0061508,61.5258753,-9.285,-10.11,6.4,6.3,21.618,19.911,19.991,19.131,34,3046,2563,135,2,-0.683,0,0
2017,11.2729383,61.5261045,24.37,-113.4,91.74,94.04,99.999,99.999,20.589,20.095,18,2654,1973,91,2,0.905,0,0
2018,10.8841389,61.5261108,999900000,999900000,999900000,999900000,99.999,99.999,99.999,20.838,8,2022,1288,98,2,-0.374,0,0
2019,11.277432,61.5261504,27.68,-76.94,53.52,54.35,21.326,99.999,21.314,19.819,24,3153,2247,93,2,0.834,0,0
2020,11.0964633,61.5261933,4.388,-5.823,3.309,3.116,19.216,17.858,17.905,17.334,80,4111,4034,139,2,-1.002,2,0
2021,11.2392043,61.526226,1.406,3.194,3.362,3.252,19.649,18.043,17.753,16.809,96,4492,4413,142,2,-0.644,0,0
2022,10.9930989,61.5263704,-0.6185,2.807,3.152,3.003,18.584,17.742,17.608,16.774,118,5379,4472,6,2,1.927,0,0
2023,11.100902,61.5264151,8.344,0.2629,3.524,3.381,19.976,18.193,17.871,16.991,99,4956,4040,75,2,1.093,1,0
2024,10.9426213,61.526481,-76.36,-73.72,66.96,68.39,22.087,99.999,20.901,19.559,21,5095,1720,117,1,5.263,0,0
2025,11.1950189,61.5268694,14.17,-2.73,2.838,2.543,17.879,16.907,16.714,16.518,110,4935,4432,170,2,-0.286,0,0
2026,11.050857,61.5269405,-7.202,-2.772,4.158,4.061,20.009,18.647,18.694,17.96,59,3774,3351,95,2,-1.348,0,0
2027,10.8477452,61.5270138,-149.6,62.48,54.66,55.62,21.46,99.999,20.099,19.94,18,3179,1621,9,2,-0.772,0,0
2028,11.0820162,61.5272974,-1.691,-13.02,3.2,3.054,18.842,17.818,17.421,16.855,101,5407,3931,28,2,0.978,0,0
2029,11.1891667,61.5274206,-10.06,1.764,3.493,3.358,20.012,18.081,18.178,16.99,98,5096,4011,17,2,0.772,0,0
2030,10.9030534,61.5274321,3.729,10.45,3.169,2.971,18.911,17.67,17.628,16.955,97,5403,4051,52,2,0.505,0,0
2031,11.287127,61.5275965,-157.9,1.803,61.06,61.23,22.181,99.999,20.748,19.412,23,4609,1821,103,1,4.59,0,0
2032,10.9757228,61.527608,1.031,6.254,4.479,4.377,19.601,18.885,18.711,18.276,51,3570,3067,109,2,-0.412,0,0
2033,11.161898,61.5276246,-18.84,11.84,7.333,7.295,22.104,20.765,20.706,19.741,22,2709,2326,134,2,-0.434,0,0
2034,11.0752014,61.5277575,-0.1856,-2.555,4.495,4.397,20.138,18.894,18.901,18.158,51,3627,3070,77,2,-0.929,0,0
2035,11.0288635,61.5278137,999900000,999900000,999900000,999900000,99.999,99.999,99.999,20.161,8,2995,832,70,1,0.489,0,0
2036,10.9652394,61.5278813,2.242,1.962,3.577,3.477,19.137,18.218,18.055,17.611,74,4132,3635,113,2,-0.503,0,0
2037,11.0678681,61.5278973,-2.571,2.9,4.104,4.012,20.513,18.656,18.515,17.649,72,4043,3607,147,2,-0.304,0,0
2038,11.2904044,61.5279059,680.9,143.5,51.79,51.67,99.999,99.999,21.309,19.81,24,2864,2718,125,2,1.34,0,0
2039,10.8156166,61.5280216,-123.7,-14.58,79.61,80.37,99.999,99.999,20.593,20.196,17,2368,2209,13,2,-0.094,0,0
2040,11.0029732,61.5280325,-0.3288,0.6756,2.89,2.643,18.124,17.127,17.049,16.517,106,4801,4579,6,2,-0.688,0,0
2041,11.0219123,61.5282176,5.72,4.787,8.309,8.448,21.762,20.003,20.33,19.494,26,3324,2282,92,2,-0.31,0,0
2042,11.2990131,61.5283373,-1.142,-6.151,2.923,2.675,19.322,17.122,17.65,14.561,215,8878,5351,21,2,2.293,1,0
2043,11.1669113,61.5285946,-0.1038,-1.298,4.503,4.404,19.766,18.917,18.644,18.116,59,3972,3180,92,2,0.983,0,0
2044,11.141158,61.5286359,307.8,-76.02,98.11,98.86,99.999,99.999,21.367,19.311,25,4278,2328,34,1,4.982,0,0
2045,11.2954195,61.5286679,1.61,-8.088,6.919,6.883,21.613,20.11,20.363,19.204,20,2742,2062,32,4,-2.863,2,0
2046,11.1203058,61.5288072,-2.611,-5.705,6.56,6.454,21.053,20.06,19.949,19.099,34,3252,2528,31,2,0.132,0,0
2047,11.2315971,61.5289051,999900000,999900000,999900000,999900000,99.999,99.999,99.999,20.216,10,3521,1030,173,1,0.376,0,0
2048,11.0141728,61.5290845,-37.06,-35.13,77.01,77.77,99.999,99.999,20.515,19.987,21,3309,2169,86,2,1.959,0,0
2049,11.2917766,61.5291424,-196.3,-67.95,88.96,89.62,99.999,99.999,21.404,20.024,18,2561,1790,68,2,-0.565,0,0
2050,11.3130242,61.5292569,-41.7,-52.68,76.7,76.7,99.999,99.999,20.685,19.568,26,3032,2352,10,2,0.419,0,0
2051,11.0375988,61.5293916,-5.624,1.864,5.899,5.846,20.948,19.638,19.737,18.795,44,3857,2613,55,2,1.169,0,0
2052,11.2022525,61.5294071,-5.317,-3.983,4.021,3.925,19.92,18.513,18.85,17.942,62,4038,3286,79,2,0.106,0,0
2053,11.2086272,61.5296053,999900000,999900000,999900000,999900000,99.999,99.999,99.999,19.723,14,2750,1712,46,1,3.224,0,0
2054,11.2183922,61.5297027,215.1,-72.88,87.34,88.82,99.999,99.999,20.275,20.034,17,2743,1914,131,2,-0.46,0,0
2055,11.0713007,61.5298855,-267.7,-143.6,101.4,102.2,99.999,99.999,21.591,19.351,27,4086,3141,52,1,4.478,0,0
2056,10.8614148,61.5302126,29.52,-86.63,88.48,89.96,99.999,99.999,21.089,20.67,11,2158,1562,166,2,0.544,0,0
2057,11.1598181,61.5303868,12.12,-6.861,6.544,6.492,20.823,20.05,19.972,19.14,36,3872,2468,120,2,0.98,0,0
2058,11.0930026,61.5303903,-2.13,-2.634,4.084,3.983,19.6,18.614,18.391,18.028,72,4073,3970,94,2,1.857,0,0
2059,10.916252,61.5304447,999900000,999900000,999900000,999900000,99.999,99.999,99.999,20.861,8,2414,1046,102,2,0.397,0,0
2060,10.8755508,61.5304762,999900000,999900000,999900000,999900000,99.999,99.999,99.999,20.133,8,4257,915,169,1,2.83,0,0
2061,11.0800681,61.5304963,-9.948,-1.359,2.929,2.683,18.851,17.266,17.094,16.245,137,6249,4768,69,2,1.709,0,0
2062,11.324312,61.5305421,-2.351,3.457,2.882,2.633,18.819,17.108,17.295,15.937,134,5251,5130,69,2,-0.463,0,0
2063,11.2022628,61.5308125,999900000,999900000,999900000,999900000,99.999,99.999,99.999,20.072,12,3562,1980,96,1,2.324,0,0
2064,11.1894566,61.5308291,348.4,-10.39,92.24,93.68,99.999,99.999,21.307,20.775,8,2201,989,91,2,-1.047,0,0
2065,11.0157467,61.5308664,-16.13,102.8,66.31,67.73,22.087,99.999,20.803,19.466,20,3335,1769,73,1,2.455,0,0
2066,10.8688415,61.5308819,2.512,-0.05259,2.879,2.579,18.402,17.021,16.973,16.017,141,5745,5064,164,2,1.059,0,0
2067,11.1692513,61.53093,-5.591,4.867,5.558,5.491,20.503,19.465,19.027,18.599,46,4007,2771,133,2,1.401,0,0
2068,11.2971171,61.5310217,-201.6,92.29,101.9,103.1,99.999,99.999,21.358,19.882,17,3866,1581,119,1,2.413,0,0
2069,11.1514718,61.531115,-5.537,2.992,4.148,4.054,19.6,18.685,18.408,17.796,61,3695,3510,28,2,-0.964,0,0
2070,11.1481974,61.531264,-49.58,5.277,4.651,4.555,99.999,99.999,20.566,20.825,8,1878,1492,176,2,-0.515,0,0
2071,11.0856791,61.531378,7.73,6.74,3.854,3.756,19.489,18.461,18.432,17.721,67,4181,3377,86,2,0,0,0
2072,11.1742234,61.5315064,-2.889,-0.05812,6.59,6.491,21.204,20.076,20.026,19.24,34,3159,2552,36,2,0.706,0,0
2073,11.0114318,61.531794,-366.7,190.2,99.97,100.7,99.999,99.999,21.387,19.531,19,3296,2013,170,1,3.507,0,0
2074,11.0694541,61.5318037,999900000,999900000,999900000,999900000,99.999,99.999,99.999,20.855,8,2247,990,1,2,0.034,0,0
2075,11.1111287,61.5318736,-14.43,327.8,91.62,93.61,99.999,99.999,20.639,19.899,21,2900,2099,84,2,1.065,0,0
2076,11.2916603,61.5318851,-4.686,-3.816,3.924,3.826,19.697,18.516,18.301,17.522,65,3926,3570,68,2,-1.557,0,0
2077,11.2114004,61.5320364,-45.47,32.51,54.27,54.92,22.046,99.999,21.059,20.486,12,2297,1662,70,2,-0.275,0,0
2078,10.9367931,61.5320484,-29.47,-14.85,99.59,101.1,99.999,99.999,20.416,19.401,23,4675,1572,103,1,5.096,0,0
2079,11.1913417,61.5322948,999900000,999900000,999900000,999900000,99.999,99.999,99.999,19.748,13,3038,1550,64,1,3.33,0,0
2080,10.9115452,61.5323234,999900000,999900000,999900000,999900000,99.999,99.999,99.999,19.807,17,3203,2129,136,1,3.281,0,0
2081,11.0535854,61.5323481,999900000,999900000,999900000,999900000,99.999,99.999,99.999,20.783,8,1688,1302,46,2,-1.576,0,0
2082,11.2696833,61.5323595,999900000,999900000,999900000,999900000,99.999,99.999,99.999,20.529,13,2772,2193,142,2,1.722,0,0
2083,11.0931963,61.5324208,27.75,-9.61,8.292,8.427,99.999,19.814,20.41,19.622,22,2548,2186,55,2,-1.976,0,0
2084,11.0456179,61.5324781,999900000,999900000,999900000,999900000,99.999,99.999,99.999,20.781,9,2033,1273,85,2,-0.633,0,0
2085,11.0407707,61.5325623,5.721,7.314,8.219,8.368,21.437,19.701,19.98,18.641,41,4196,2547,99,1,2.957,0,0
2086,11.3156764,61.5326993,-5.801,-1.103,2.798,2.397,18.168,15.581,15.557,14.083,217,6779,6595,154,2,-0.136,0,0
2087,10.9502261,61.5329989,-255.2,448.2,97.54,98.77,99.999,99.999,20.947,19.904,11,3853,1391,150,1,2.772,0,0
2088,11.1189874,61.5333324,4.689,-8.729,4.879,4.787,20.112,19.024,18.912,17.957,69,6051,3391,174,1,4.055,0,0
2089,10.9825576,61.5333731,999900000,999900000,999900000,999900000,99.999,99.999,99.999,19.947,14,3701,1254,50,1,2.515,0,0
2090,11.0288388,61.5334298,9.721,110.3,103.4,105.6,99.999,99.999,20.805,19.256,26,3935,2267,58,1,4.354,0,0
2091,10.9282704,61.5334544,999900000,999900000,999900000,999900000,99.999,99.999,99.999,20.104,9,3684,1357,127,1,3.114,0,0
2092,11.1805621,61.5334688,64.2,25.51,52.99,53.17,21.996,99.999,20.225,20.243,15,2679,1530,157,2,-0.058,0,0
2093,11.069112,61.5336905,61.26,-39,98.12,101.2,99.999,99.999,20.884,20.476,13,2165,1702,12,2,-0.221,0,0
2094,11.1933275,61.5338045,999900000,999900000,999900000,999900000,99.999,99.999,99.999,20.387,14,2550,1725,90,2,0.325,0,0
2095,11.1317564,61.5338927,-19.7,-10.97,7.601,7.518,22.162,20.757,20.835,19.181,28,4158,2124,140,1,4.941,0,0
2096,11.1148444,61.5340171,-6.023,-5.449,6.137,6.033,20.976,19.779,19.643,19.056,32,3153,2395,152,2,-0.785,0,0
2097,10.9680595,61.5344124,-501.7,-74.33,93.05,93.71,99.999,99.999,21.577,20.306,17,2635,2012,143,2,1.89,0,0
2098,11.2582912,61.5344732,6.784,9.184,7.971,8.084,21.406,19.535,19.62,19.001,39,3873,2416,117,2,1.66,0,0
2099,10.9897854,61.5344921,-2.796,-0.3575,3.295,3.149,19.133,17.884,17.901,17.211,90,4498,4088,56,2,-0.035,0,0
2100,10.9583266,61.5345734,2.248,-2.883,2.913,2.441,18.302,14.958,14.63,13.801,257,10855,5013,164,2,2.168,3,0
2101,10.8373563,61.5346101,-2.687,7.243,3.853,3.755,20.036,18.413,18.538,17.856,57,3594,3439,117,2,-1.633,0,0
2102,11.0835402,61.5346256,20.57,-56.81,67.54,69.28,22.266,99.999,21.458,19.483,18,3863,1594,65,1,3.439,0,0
2103,10.9194961,61.5347115,-1,-1.842,4.843,4.789,20.336,19.097,19.243,18.3,60,3867,3672,130,2,1.406,0,0
2104,11.2020514,61.5349332,-3.48,1.622,5.437,5.39,20.551,19.378,19.533,18.767,40,3378,2766,41,2,-0.226,0,0
2105,11.2316074,61.534947,-6.263,7.874,7.48,7.523,20.733,18.897,19.024,18.093,61,4625,3284,113,1,3.664,0,0
2106,10.8044118,61.5349917,999900000,999900000,999900000,999900000,99.999,99.999,99.999,20.832,8,2204,1008,35,2,-0.453,0,0
2107,10.8237858,61.5350175,-38.6,-42.55,93.31,94.11,99.999,99.999,20.862,19.445,17,2293,1885,165,4,-2.524,0,0
2108,10.8610613,61.5350243,999900000,999900000,999900000,999900000,99.999,99.999,99.999,20.549,12,2398,1366,135,2,0.048,0,0
2109,10.8922858,61.5350982,45.66,-39.71,83.66,84.78,99.999,99.999,20.834,20.367,13,1942,1681,135,2,-2.014,0,0
2110,10.8566724,61.535261,1.853,2.683,5.271,5.218,20.671,19.251,19.733,18.642,44,3167,3134,80,2,-0.352,0,0
2111,11.1840439,61.5352942,-2.653,-11.43,3.918,3.817,20.044,18.541,18.32,17.403,88,5022,3849,135,2,1.611,0,0
2112,10.8146741,61.5354672,-16.68,-7.15,3.29,2.624,14.491,13.335,13.531,13.183,271,7632,7358,163,2,-0.812,2,0
2113,11.1779792,61.535528,999900000,999900000,999900000,999900000,99.999,99.999,99.999,20.57,10,1913,1461,46,2,-1.402,0,0
2114,11.2984974,61.5356025,999900000,999900000,999900000,999900000,99.999,99.999,99.999,20.688,10,2585,1396,170,2,1.608,0,0
2115,10.9006464,61.5356173,4.551,8.982,6.954,6.859,21.51,20.345,19.807,19.231,35,3129,2747,35,2,-0.111,0,0
2116,11.2200641,61.5356534,999900000,999900000,999900000,999900000,99.999,99.999,99.999,20.837,8,2448,1428,26,2,1.105,0,0
2117,11.1228686,61.5358093,-119.7,124.6,93.86,94.52,99.999,99.999,21.63,20.284,16,2972,1723,85,2,2.162,0,0
2118,11.3149596,61.5359302,999900000,999900000,999900000,999900000,99.999,99.999,99.999,20.771,8,1871,1249,98,2,-1.589,0,0
2119,10.8353424,61.5361978,999900000,999900000,999900000,999900000,99.999,99.999,99.999,20.637,9,1794,1558,36,2,-1.906,0,0
2120,11.2721299,61.5362235,2.862,3.871,6.891,6.85,21.645,20.114,20.359,18.905,37,4462,2742,62,1,3.973,0,0
2121,11.1617994,61.5363187,-4.881,-5.483,7.186,7.103,21.847,20.586,20.777,19.69,29,3291,3116,164,2,2.082,0,0
2122,10.8404159,61.5363559,-3.012,6.297,3.571,3.476,20.027,18.204,18.393,17.24,96,4443,4350,108,2,0.606,0,0
2123,10.9260548,61.5364115,-4.159,-0.7203,3.073,2.874,18.612,17.509,17.517,17.05,93,4516,4177,71,2,0.062,0,0
2124,10.9732619,61.5365094,-28.19,144.8,76.67,77.44,99.999,99.999,20.445,20.04,20,2487,2374,101,2,0.849,0,0
2125,11.0891403,61.5365146,0.9577,-2.631,3.279,3.081,18.763,17.845,17.719,17.131,86,4412,4012,53,2,-0.904,0,0
2126,11.0586739,61.5365163,23.87,66.15,89,90.05,99.999,99.999,21.263,20.377,12,2231,1514,83,2,-1.164,0,0
2127,11.0366156,61.536561,8.686,1.26,4.126,4.027,19.902,18.666,18.418,17.94,67,4197,3524,68,2,0.776,0,0
2128,11.2994204,61.5370927,999900000,999900000,999900000,999900000,99.999,99.999,99.999,20.32,8,2372,892,102,1,-0.236,0,0
2129,11.2831335,61.5371408,2.331,0.3333,3.955,3.862,19.933,18.551,18.501,17.655,69,4534,3434,81,2,0.024,0,0
2130,11.200548,61.5371729,999900000,999900000,999900000,999900000,99.999,99.999,99.999,20.174,9,3253,1648,69,1,3.169,0,0
2131,10.9568209,61.5372119,36.87,-14.45,4.281,4.195,99.999,99.999,20.582,19.484,17,2800,1670,69,4,-3.494,2,0
2132,10.9772274,61.5372371,999900000,999900000,999900000,999900000,99.999,99.999,99.999,20.653,11,2828,1228,84,2,1.656,0,0
2133,10.8047728,61.5374611,-9.678,1.001,7.751,7.83,21.465,19.311,19.438,18.831,46,3607,3072,97,2,0.83,0,0
2134,11.2374728,61.5375454,-3.12,10.51,4.074,3.976,19.838,18.599,18.654,17.769,65,3817,3493,92,2,-0.58,0,0
2135,11.0971526,61.5376049,85.47,148.1,57.64,58.2,21.573,99.999,20.808,19.423,21,3626,2064,32,1,5.124,0,0
2136,11.204561,61.5376118,8.971,5.045,6.01,5.911,20.889,19.721,19.684,18.873,41,3548,2773,70,2,0.468,0,0
2137,10.813413,61.5376582,-28.15,90.26,5.504,5.537,20.554,99.999,18.647,17.6,78,6497,4492,161,1,2.2,1,0
2138,11.0523152,61.5378599,999900000,999900000,999900000,999900000,99.999,99.999,99.999,19.43,15,5589,1585,17,1,6.833,0,0
2139,10.8249787,61.5380072,3.965,7.365,2.818,2.425,17.049,15.837,16.212,15.961,123,5172,4841,110,2,-1.422,0,0
2140,10.9970322,61.5380129,-11.82,-3.104,4.175,4.129,19.877,17.547,17.904,16.629,110,6342,3777,29,2,2.028,0,0
2141,11.3113454,61.5381154,-37.08,5.329,91.5,92.57,99.999,99.999,21.291,20.679,10,2427,1639,81,2,1.165,0,0
2142,10.9046325,61.5381154,3.843,-1.795,8.059,8.185,22.293,19.888,20.124,18.692,49,3935,2779,100,2,1.566,0,0
2143,10.9540019,61.5381636,-4.619,10.02,3.718,3.621,19.702,18.349,18.379,17.349,86,4290,4107,105,2,-0.307,1,0
2144,10.8860319,61.5381882,-8.846,-1.382,6.167,6.113,21.269,19.836,20.047,18.729,50,4061,3243,86,2,2.159,0,0
2145,11.185572,61.5382936,999900000,999900000,999900000,999900000,99.999,99.999,99.999,20.188,8,2654,973,133,1,0.235,0,0
2146,10.9650537,61.5385096,999900000,999900000,999900000,999900000,99.999,99.999,99.999,20.722,10,2667,1827,122,2,1.848,0,0
2147,10.8961023,61.5385263,-2.209,-2.388,3.833,3.736,20.056,18.441,18.475,17.439,80,4100,3954,156,2,-0.515,0,0
2148,11.0777127,61.5387388,999900000,999900000,999900000,999900000,99.999,99.999,99.999,20.073,18,2506,1936,1,2,-0.076,0,0
2149,10.9134245,61.5387394,999900000,999900000,999900000,999900000,99.999,99.999,99.999,20.81,9,2107,1613,44,2,1.358,0,0
2150,11.2537941,61.5387554,59.66,-41.38,52.6,52.5,22.241,99.999,21.034,19.888,19,2814,1832,115,2,-0.841,0,0
2151,11.1410325,61.538811,4.764,-17.16,7.574,7.536,22.37,20.835,20.407,19.187,26,3364,2725,123,1,3.384,0,0
2152,11.2299923,61.5388408,169,-35.33,53.59,53.6,22.378,99.999,20.991,19.991,19,3218,1762,85,2,0.956,0,0
2153,10.9397204,61.5388672,-0.7685,6.379,6.786,6.744,21.777,19.962,19.571,18.79,41,3595,3174,50,1,4.028,0,0
2154,10.9337336,61.5388786,-7.322,-0.6246,2.996,2.479,15.701,14.198,14.355,13.834,233,7181,6646,102,2,-0.235,0,0
2155,11.0986595,61.5388895,-127.8,-6.133,101.1,102.9,99.999,99.999,20.55,19.392,20,3349,2341,108,1,4.042,0,0
2156,11.006376,61.5389508,-9.796,-2.517,3.314,3.169,19.232,17.973,17.679,16.977,105,5615,4192,28,2,1.469,0,0
2157,10.838029,61.5391433,19.87,29.35,48.64,48.46,21.903,99.999,20.218,19.584,22,2839,2120,178,2,-1.298,0,0
2158,11.0751206,61.5392086,999900000,999900000,999900000,999900000,99.999,99.999,99.999,20.766,9,2221,1978,46,2,-0.464,0,0
2159,11.0119795,61.5392253,-0.774,-4.191,4.67,4.576,20.107,19.024,18.892,18.127,64,4146,3368,90,2,1.178,0,0
2160,10.9422987,61.5394367,47.88,30.16,6.618,6.58,99.999,99.999,19.571,19.705,22,2608,2245,116,2,-0.871,0,0
2161,11.0008378,61.5395215,-2.348,0.5658,5.032,4.933,20.367,19.214,19.13,18.363,53,3770,3263,99,2,0.056,0,0
2162,11.1784352,61.5397828,3.523,-4.041,5.827,5.767,21.262,19.609,19.088,18.613,43,3961,2558,112,2,0.703,0,0
2163,11.0443648,61.5399082,13.45,-4.507,7.74,7.733,22.002,20.822,20.027,19.186,28,3482,2408,101,1,2.867,2,0
2164,10.9886922,61.5399541,-259.8,-289.5,97.67,100.6,99.999,99.999,20.702,20.803,8,2262,1097,113,2,-1.027,0,0
2165,10.8786872,61.5400154,-2.463,2.428,6.272,6.228,21.219,19.82,19.896,19.427,27,2776,2185,62,2,-1.577,0,0
2166,11.2323849,61.5401523,999900000,999900000,999900000,999900000,99.999,99.999,99.999,19.821,13,2440,1958,63,1,2.892,0,0
2167,10.8964363,61.5401815,24.16,-124.1,8.561,8.722,22.263,99.999,21.007,19.934,19,2891,1772,52,2,-0.185,0,0
2168,11.1735187,61.540287,6.442,155,68.67,70.29,21.947,99.999,20.386,19.98,13,3953,1309,109,1,2.421,0,0
2169,11.059633,61.5403328,999900000,999900000,999900000,999900000,99.999,99.999,99.999,19.567,16,5045,1584,157,1,5.902,0,0
2170,11.0313701,61.540342,159.1,295.3,90.76,91.14,99.999,99.999,21,18.925,34,4170,3459,88,1,8.092,0,0
2171,11.2010579,61.540354,999900000,999900000,999900000,999900000,99.999,99.999,99.999,20.529,12,2449,1429,74,2,0.729,0,0
2172,10.9077849,61.5404205,-2.238,-4.114,6.842,6.752,21.943,20.064,19.996,18.991,32,4248,2327,176,1,2.12,0,0
2173,11.2126781,61.5404543,-14.93,-1.06,8.274,8.377,21.731,19.633,20.281,18.523,53,7949,2496,62,1,8.304,0,0
2174,11.0836755,61.5404789,999900000,999900000,999900000,999900000,99.999,99.999,99.999,20.514,13,3118,1334,161,2,1.769,0,0
2175,11.1330507,61.5405494,-2.647,6.371,6.079,6.027,20.531,19.774,19.618,19.167,34,3197,2658,128,2,0.229,0,0
2176,11.3172721,61.5405969,-70.87,-32.8,7.52,7.456,99.999,20.63,19.926,18.418,57,5686,3196,65,1,8.855,0,0
2177,11.3082314,61.5407201,1.497,6.35,6.438,6.382,21.765,20.043,19.813,18.754,48,3824,3002,117,2,1.265,0,0
2178,10.9150185,61.5407224,999900000,999900000,999900000,999900000,99.999,99.999,99.999,19.478,19,3763,1803,28,1,4.543,0,0
2179,11.0397909,61.5410559,93.57,117.6,57.92,58.11,22.023,99.999,20.717,18.982,31,4116,2907,70,1,5.538,0,0
2180,10.9870851,61.5410668,99.33,-54.97,7.485,7.499,99.999,99.999,20.699,20.34,14,2222,1640,45,2,-0.707,0,0
2181,11.1540009,61.5412054,-11.51,6.991,7.361,7.312,21.816,20.53,21.206,20.38,14,2762,1965,155,2,1.254,0,0
